path_id,t,regime_true,log_trailing_vol,log_spread,log_depth,capacity_fraction,price_shock
0,1,0,1.8509369682992327,0.2799095641071654,11.408231073343396,0.10807196536161467,3.7846623348247324
0,2,0,1.993578202696133,0.2572369528780949,11.714338653870444,0.1467756061426676,3.8280090491465635
0,3,0,1.7381421258445866,-0.02942374578310833,11.55407593905008,0.12504106668936427,-3.992666780949701
0,4,0,1.7585161543176724,-0.046498549833120406,11.376932416871263,0.1047418440510493,11.957261234239962
0,5,0,1.854957910928045,0.46129333314077803,11.094088846638728,0.09,-0.4068795162307081
0,6,0,1.6660205066548164,0.17526389669525036,11.448514707530316,0.11251437433422615,4.6133682040851225
0,7,0,1.6610653939972786,0.5099856237721766,11.366065137531288,0.1036097477181885,1.037974243965007
0,8,0,1.4364493933939626,-0.08188520672738023,11.34908629765802,0.10186542459824238,8.158381589721591
0,9,0,2.1652784919833734,0.028018734568018774,11.069515051930287,0.09,-0.9371751297690074
0,10,0,1.5290358575504366,-0.4197330617176793,11.50225075505275,0.11872584751305325,1.8264469139471007
0,11,0,1.5843297078970802,0.5754206832348508,11.390748027050964,0.10619895882613882,-2.3242614288384726
0,12,0,1.7108361612308458,-0.14310007690123522,11.700791911844558,0.14480068196685508,2.148854384410164
0,13,0,1.764063820442451,0.23789964326091131,11.236460537603449,0.0910152263834751,-0.8368767805797703
1,1,1,1.9493212456731697,0.7017422509683677,10.553908760516642,0.09,1.7276882664600985
1,2,1,2.170484644712964,0.9836903539377202,10.822816214450082,0.09,-2.9034771141255113
1,3,1,2.383445392562766,0.13662865863444706,11.171845553601788,0.09,7.741649941410995
1,4,0,1.831238241182238,0.02695411821195795,11.579715510865862,0.12828851985194253,-3.8495031288405372
1,5,1,2.2218688897721193,0.6011866242758279,11.150946560847403,0.09,-3.965995028610136
1,6,0,1.9304507230961416,0.5280924057271053,11.454117990357373,0.11314659379381357,-6.170636012380725
1,7,0,1.511781147255534,0.1490077713895789,11.35922067493649,0.10290301603376399,-0.7388490403152997
1,8,0,1.6814121848426933,-0.21457437700655377,11.307009206430758,0.09766814768483895,-7.405919233481938
1,9,0,1.909304517879483,0.34561036731614897,11.429920820594537,0.11044162473282663,-3.170423395533295
1,10,0,1.6645977848950861,-0.20424441005964103,11.48114414933642,0.11624620829847754,-1.8076341573998898
1,11,0,1.6708187030602553,-0.017031913047663216,11.824442763836032,0.16385944892896154,-7.7511462009704974
1,12,0,1.8374733494676203,0.32534914973460016,10.987438073148477,0.09,0.763104577562616
1,13,0,1.1663321392654136,0.33762864335633713,11.3431944353087,0.10126701215134559,3.911522967557259
2,1,0,1.5602139138171567,0.034000715727088224,11.464481333684304,0.11432526774397628,-0.9994100530721993
2,2,0,2.010476733404284,0.21191626509398034,11.159989333756894,0.09,-9.50778866053004
2,3,0,1.6919270152823296,0.280127146633364,11.627894870165797,0.13462069375182883,0.002381529536121171
2,4,0,2.0572972137052696,0.007407034622987821,11.602306200400848,0.13121962921163638,-0.4403360234876005
2,5,1,2.0150795566785193,0.8057838702626613,11.849625290677725,0.1680382393177563,2.9763455845535396
2,6,1,2.2599919307162435,0.2244547681329403,11.056389461929474,0.09,1.3448953873150336
2,7,1,2.2462150432621137,0.1565919769593807,11.014762873722512,0.09,-5.836144189963536
2,8,1,1.934783294286223,-0.1222874030854339,11.571005923572546,0.12717603147934411,-18.048102464665668
2,9,1,1.683163650549193,0.3965389758893945,10.234118528744018,0.09,11.439084502437272
2,10,1,2.071526367922645,0.4442249778819862,11.1116336639754,0.09,-4.703339270168731
2,11,1,2.736394256480879,0.29054532863666926,11.107231298888218,0.09,13.37876129008656
2,12,1,2.3748185757106772,0.39947174011356024,11.050043598825715,0.09,2.811334048628868
2,13,1,2.037781712794278,0.004105992087175492,10.476285826182085,0.09,0.3723193550409048
3,1,0,1.6434262888986424,0.17844187577454246,11.151523615295739,0.09,0.8492724310829597
3,2,0,1.3777815603110302,0.2995674045387705,11.14538907974416,0.09,5.38352099509844
3,3,0,1.6640782718045157,0.16431146950187842,10.724460561261045,0.09,-0.14864836338346882
3,4,0,1.9892504406305795,0.03724675140020803,11.285448241441438,0.09558486764089195,5.0906167199311545
3,5,0,1.7893576451495439,0.23302921518379735,11.267064651938567,0.09384372790606642,-0.5914592678801998
3,6,0,1.530635506481642,0.4930090419702111,11.680058566637339,0.14182938830875969,2.3030893015609086
3,7,0,1.698423531316794,-0.2613964997411552,11.397003634664141,0.10686538010325729,6.132917387694964
3,8,0,1.6019970077855439,-0.3333733054863983,11.119919817349997,0.09,8.022296111657871
3,9,0,1.6076703149727725,0.5377883755282599,11.701054054413117,0.14483864536524896,-1.0822458088444917
3,10,0,1.8663872283520377,0.35856220941351913,11.662531441471327,0.1393651851495579,5.941480373791791
3,11,0,2.0473514238401194,-0.28650413738527614,10.911955783298055,0.09,0.7480999800044947
3,12,0,1.762077377625628,0.12290631759736306,11.735679859466279,0.14994163783403006,7.170467783089579
3,13,0,2.038797398262504,-0.05372949080311362,11.215014346891499,0.09,1.203660541095493
4,1,0,1.842694855129819,0.4538320189470385,11.417150293922745,0.10904019456529257,14.08286186999429
4,2,0,1.5391008758182545,0.4778911162313413,11.085422449046213,0.09,6.185126780771211
4,3,0,1.7755193918155867,0.09607490894924804,11.333415343307493,0.10028153909212482,2.9530480594654906
4,4,0,2.1155079530532594,0.02232936527670551,11.82909498554036,0.16462353538542274,-8.570930801211725
